-0.51,0.005
-0.475,-0.005
-0.515,-0.005
-0.49,0
-0.485,-0.005
-0.49,-0.005
-0.45,0.015
-0.41,0
-0.46,-0.025
-0.46,-0.035
-0.43,-0.04
-0.405,-0.06
-0.41,-0.11
-0.425,-0.12
-0.405,-0.135
-0.405,-0.145
-0.4,-0.145
-0.385,-0.15
-0.37,-0.165
-0.36,-0.14
-0.355,-0.14
-0.285,-0.16
-0.265,-0.12
-0.22,-0.105
-0.22,-0.115
-0.185,-0.04
-0.065,-0.02
-0.035,-0.025
-0.015,-0.02
0.005,-0.005
-0.08,-0.125
-0.225,-0.16
-0.315,-0.135
-0.375,-0.08
-0.425,-0.06
-0.435,-0.105
-0.435,-0.125
-0.42,-0.1
-0.435,-0.105
-0.415,-0.12
-0.435,-0.13
-0.4,-0.13
-0.39,-0.13
-0.385,-0.11
-0.355,-0.11
-0.35,-0.155
-0.38,-0.145
-0.375,-0.145
-0.265,-0.155
-0.14,-0.175
-0.05,-0.215
-0.015,-0.265
-0.065,-0.36
-0.155,-0.53
0.135,-0.845
0.67,-1.27
0.405,-1.3
-0.205,-0.67
-0.365,-0.275
-0.36,-0.105
-0.385,-0.035
-0.425,0.005
-0.415,0
-0.41,-0.015
-0.425,-0.005
-0.39,-0.02
-0.405,-0.015
-0.425,-0.02
-0.435,-0.025
-0.435,0
-0.405,0.005
-0.425,-0.015
-0.45,0.005
-0.42,-0.02
-0.42,-0.025
-0.37,-0.025
-0.38,-0.015
-0.395,0
-0.34,-0.005
-0.315,-0.025
-0.34,-0.02
-0.33,-0.03
-0.34,-0.08
-0.33,-0.095
-0.34,-0.09
-0.3,-0.12
-0.26,-0.135
-0.285,-0.135
-0.315,-0.145
-0.315,-0.14
-0.275,-0.14
-0.275,-0.15
-0.24,-0.135
-0.23,-0.115
-0.2,-0.14
-0.19,-0.13
-0.11,-0.075
-0.035,-0.025
0.015,0
0.03,-0.01
0,-0.05
-0.055,-0.125
-0.175,-0.14
-0.31,-0.125
-0.36,-0.11
-0.39,-0.115
-0.4,-0.075
-0.35,-0.115
-0.32,-0.11
-0.37,-0.105
-0.37,-0.11
-0.36,-0.11
-0.33,-0.125
-0.315,-0.145
-0.31,-0.11
-0.305,-0.105
-0.28,-0.135
-0.29,-0.125
-0.285,-0.095
-0.19,-0.11
-0.03,-0.135
0.015,-0.215
0,-0.305
-0.1,-0.39
-0.215,-0.595
0.295,-0.965
0.81,-1.37
0.4,-1.245
-0.2,-0.53
-0.345,-0.18
-0.395,-0.045
-0.41,0
-0.41,0.005
-0.415,0
-0.36,-0.005
-0.4,-0.065
-0.405,-0.045
-0.39,-0.025
-0.385,-0.015
-0.375,-0.02
-0.355,0.005
-0.37,-0.005
-0.4,0.01
-0.395,0
-0.395,-0.02
-0.385,-0.005
-0.37,-0.015
-0.37,-0.03
-0.355,-0.03
-0.295,-0.005
-0.275,-0.025
-0.305,-0.06
-0.34,-0.065
-0.285,-0.06
-0.275,-0.12
-0.25,-0.125
-0.235,-0.15
-0.225,-0.115
-0.205,-0.12
-0.22,-0.13
-0.27,-0.12
-0.22,-0.1
-0.175,-0.11
-0.135,-0.1
-0.105,-0.095
-0.025,-0.045
0.045,-0.015
0.115,-0.025
0.115,-0.03
0.105,-0.04
-0.02,-0.12
-0.155,-0.14
-0.22,-0.06
-0.325,-0.055
-0.32,-0.045
-0.315,-0.07
-0.305,-0.08
-0.305,-0.1
-0.325,-0.08
-0.345,-0.09
-0.305,-0.1
-0.32,-0.11
-0.345,-0.13
-0.33,-0.145
-0.32,-0.125
-0.295,-0.15
-0.29,-0.13
-0.29,-0.115
-0.21,-0.125
-0.035,-0.16
0.035,-0.255
0.04,-0.34
-0.105,-0.385
-0.19,-0.6
0.305,-1.03
0.78,-1.395
0.355,-1.225
-0.185,-0.525
-0.295,-0.195
